,0,1
138,"
장난감으로 알아보는 반도체 이야기!
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=24/1240?category=1067703
139,"
초보자도 손쉽게! 즐겁게! 쉽고 재미있게 공부하는 반도체 이야기
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=24/1236?category=1067703
140,"
[반도체 OX 퀴즈]반도체 '어디까지 알고있니?' - QRA Test
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=24/1230?category=1067703
141,"
[반도체 인명사전] 휴대폰의 창시자 마틴 쿠퍼
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=24/1225?category=1067703
142,"
[반도체 OX 퀴즈] 반도체 '어디까지 알고있니?' - CIS
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=24/1220?category=1067703
143,"
[반도체 인명사전] 어도비 시스템즈의 창립자이자 PDF를 개발한 존 워녹
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=24/1215?category=1067703
144,"
[반도체 OX 퀴즈] 반도체 '어디까지 알고있니?' - Interface
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=25/1209?category=1067703
145,"
[반도체 인명사전] 컴퓨터 마우스의 개발자 더글러스 엥겔바트
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=25/1205?category=1067703
146,"
[반도체 OX 퀴즈] 반도체 '어디까지 알고있니?' - NAND Flash
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=25/1201?category=1067703
147,"
[반도체 인명사전] 컴퓨터 그래픽 기술의 선구자 이반 서덜랜드
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=25/1197?category=1067703
148,"
[반도체 OX 퀴즈] 반도체 '어디까지 알고있니?' - 3D NAND Flash
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=25/1194?category=1067703
149,"
[반도체 인명사전] 양자장론을 정립한 20세기 대표 물리학자 줄리안 슈윙거
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=25/1190?category=1067703
150,"
[반도체 OX 퀴즈] 반도체 '어디까지 알고있니?' - Package
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=26/1184?category=1067703
151,"
[반도체 인명사전] 쉽고 직관적인 컴퓨터를 개발한 전산학자 앨런 케이
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=26/1183?category=1067703
152,"
[반도체 OX 퀴즈] 반도체 '어디까지 알고있니?' - Wafer Test
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=26/1179?category=1067703
153,"
CPU 추천 - 컴퓨터의 뇌, CPU 이제는 알고 구입하자!
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=26/1176?category=1067703
154,"
[반도체 인명사전] 트렌지스터와 초전도 현상을 발견한 물리학자 존 바딘
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=26/1174?category=1067703
155,"
[반도체 OX 퀴즈] 반도체 '어디까지 알고있니?' - CMP 공정
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=26/1168?category=1067703
156,"
[반도체 인명사전] 자바의 창시자 제임스 고슬링
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=27/1165?category=1067703
157,"
차세대 디스플레이에 적용될 TFT 반도체! 과연 어떠한 기술일까?
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=27/1161?category=1067703
158,"
[반도체 OX 퀴즈] 반도체 '어디까지 알고있니?' - Cleaning 공정
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=27/1159?category=1067703
159,"
[반도체 인명사전] 과학의 대중화를 이끈 천재 과학자 리처드 파인만
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=27/1152?category=1067703
160,"
[반도체 OX 퀴즈]반도체 '어디까지 알고있니?' - Etch 공정
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=27/1149?category=1067703
161,"
[반도체 인명사전] 포트란의 창시자 존 배커스
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=27/1147?category=1067703
162,"
[반도체 OX 퀴즈] 반도체 '어디까지 알고있니?' - Diffusion & Thin film
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=28/1139?category=1067703
163,"
[반도체 인명사전] 자유 소프트웨어 운동을 이끈 리처드 스톨만
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=28/1136?category=1067703
164,"
[반도체 OX 퀴즈]반도체 '어디까지 알고있니?' - Mask & Photo
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=28/1132?category=1067703
165,"
[반도체 인명사전] 과학적 사고에 재미를 더한 마틴 가드너
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=28/1128?category=1067703
166,"
[반도체 OX 퀴즈]반도체 '어디까지 알고있니?' - NAND Cell
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=28/1125?category=1067703
167,"
[반도체 OX 퀴즈] 반도체 '어디까지 알고있니?' - PCRAM, STT-MRAM, ReRAM
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=28/1118?category=1067703
168,"
[반도체 인명사전] 코볼의 어머니 그레이스 머레이 호퍼
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=29/1113?category=1067703
169,"
[반도체 OX 퀴즈]반도체 '어디까지 알고있니?' - 컴퓨팅메모리
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=29/1107?category=1067703
170,"
[반도체 인명사전] 리스프(LISP)의 개발자, 인공지능의 아버지 존 매카시
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=29/1103?category=1067703
171,"
[반도체 OX 퀴즈] 반도체 '어디까지 알고있니?' - MCP,PoP, TSV
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=29/1099?category=1067703
172,"
[반도체 인명사전] <컴퓨터 프로그래밍의 예술>의 저자 도널드 커누스
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=29/1095?category=1067703
173,"
[반도체 OX 퀴즈] 반도체 '어디까지 알고있니?'-반도체 SSD
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=29/1091?category=1067703
174,"
[반도체 인명사전] C언어의 창시자 데니스 리치
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=30/1084?category=1067703
175,"
[반도체 OX 퀴즈]반도체 '어디까지 알고있니?'-반도체 웨이퍼
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=30/1081?category=1067703
176,"
나의 메모리는 SLC, MLC, TLC? 메모리의 종류 알아보기
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=30/1079?category=1067703
177,"
디스플레이의 발전 속 TFT 반도체
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=30/1075?category=1067703
178,"
[반도체 인명사전] 인지인공지능의 개척자 앨런 뉴웰
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=30/1073?category=1067703
179,"
[반도체 OX 퀴즈] 반도체 '어디까지 알고있니?'-반도체 수율
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=30/1069?category=1067703
180,"
[반도체 OX 퀴즈] 반도체 '어디까지 알고있니?'-반도체의 규격
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=31/1062?category=1067703
181,"
타임머신 여행 그때 그 시절, 당신과 나의 연결고리
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=31/1060?category=1067703
182,"
대학생의 즐거운 봄나들이 속 숨은 반도체 이야기
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=31/1058?category=1067703
183,"
[반도체 인명사전] 현대적 데이터베이스의 아버지 찰스 윌리엄 바크만
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=31/1057?category=1067703
184,"
BACK TO THE FUTURE 시간을 달리는 SK하이닉스
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=31/1056?category=1067703
185,"
[반도체 OX퀴즈] 반도체 '어디까지 알고있니?' - 데이터의 저장
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=31/1053?category=1067703
186,"
[반도체 OX 퀴즈] 반도체 '어디까지 알고있니?'-반도체 공정 환경
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=32/1048?category=1067703
187,"
[반도체 인명사전] 세계 최고의 정렬 알고리즘, 퀵 정렬의 개발자, 찰스 앤터니 리처드 호어
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=32/1045?category=1067703
188,"
[반도체 OX 퀴즈] 반도체 '어디까지 알고 있니?' - 반도체의 분류
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=32/1043?category=1067703
189,"
[반도체 인명사전] 가치 있는 일에 모든 노력을 쏟아 부은 분산컴퓨팅의 아버지 ‘레슬리 램포트’
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=32/1042?category=1067703
190,"
[반도체 토막상식 Quiz] 최첨단 반도체 제작에 있어 없어서는 안될 필수 기술!
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=32/1033?category=1067703
191,"
[반도체 인명사전] 과학자들의 고민해결사 에발트 폰 클라이스트
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=32/1030?category=1067703
192,"
[반도체 토막상식 Quiz] 장난감부터 빌딩까지, 만들 때 없어서는 안 되는 한 가지!
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=33/1022?category=1067703
193,"
반도체와 동거하는 우리들
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=33/996?category=1067703
194,"
[반도체 인명사전] 집적회로의 연결문제를 해결한 테크놀로지스트 로버트 노이스
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=33/993?category=1067703
